CRASH_CRN,DISTRICT,MUNICIPALITY,CRASH_YEAR,CRASH_MONTH,DAY_OF_WEEK,TIME_OF_DAY,HOUR_OF_DAY,WEATHER,ROAD_CONDITION,COLLISION_TYPE,SCH_BUS_IND,SCH_ZONE_IND,AUTOMOBILE_COUNT,MOTORCYCLE_COUNT,SMALL_TRUCK_COUNT,HEAVY_TRUCK_COUNT,SUV_COUNT,VAN_COUNT,BICYCLE_COUNT,FATAL_COUNT,INJURY_COUNT,BICYCLE_DEATH_COUNT,BICYCLE_MAJ_INJ_COUNT,PED_COUNT,PED_DEATH_COUNT,PED_MAJ_INJ_COUNT,LATITUDE,LONGITUDE,DEC_LAT,DEC_LONG,WET_ROAD,SNOW_SLUSH_ROAD,ICY_ROAD,SUDDEN_DEER,FATAL_OR_MAJ_INJ,INJURY,FATAL,SCHOOL_BUS,SCHOOL_ZONE,BICYCLE,HVY_TRUCK_RELATED,ALCOHOL_RELATED,DRINKING_DRIVER,UNDERAGE_DRNK_DRV,CELL_PHONE,SPEEDING_RELATED,AGGRESSIVE_DRIVING,FATIGUE_ASLEEP,PEDESTRIAN,DISTRACTED,MC_DRINKING_DRIVER,DRUGGED_DRIVER,INJURY_OR_FATAL,IMPAIRED_DRIVER,DEER_RELATED,DRUG_RELATED,STREET_NAME
2012047885,11,2301,2012,5,1,232,2,1,0,4,N,N,0,0,0,0,1,0,1,0,1,0,1,0,0,0,40 27:41.680,79 58:01.653,40.46160126,-79.96710205,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,LIGONIER ST
2012049048,11,2203,2012,5,3,2217,22,1,0,7,N,N,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40 27:16.790,80 11:41.910,40.45470047,-80.19499969,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CLIFF MINE RD
2012049053,11,2481,2012,5,2,2310,23,5,0,7,N,N,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40 36:50.888,80 08:39.246,40.61410141,-80.14420319,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,BIG SEWICKLEY CREEK RD
2012049326,11,2214,2012,5,3,528,5,2,1,7,N,N,1,0,0,0,0,0,0,0,1,0,0,0,0,0,40 26:14.636,80 12:08.897,40.43740082,-80.20249939,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,NEW WILLIAMM PENN HW
2012050116,11,2301,2012,5,6,925,9,1,0,4,N,N,3,0,0,0,0,0,0,0,1,0,0,0,0,0,40 27:44.935,79 55:40.180,40.46250153,-79.92780304,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,PENN CR
2012050260,11,2301,2012,5,6,1620,16,1,0,9,N,N,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40 27:22.107,79 57:14.738,40.45610046,-79.95410156,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,DENVER ST
2012050270,11,2112,2012,5,3,1930,19,1,0,1,N,N,1,0,1,0,0,0,0,1,4,0,0,0,0,0,40 29:58.515,79 51:49.170,40.49959946,-79.86370087,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,ALLEGHENY VALLEY EX
2012050566,11,2301,2012,5,7,1900,19,1,0,8,N,N,0,0,1,0,0,0,0,0,1,0,0,1,0,1,40 29:03.420,80 01:24.720,40.48429871,-80.02349854,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,RIVERVIEW DR
2012050830,11,2473,2012,5,1,2300,23,1,0,2,N,N,2,0,0,0,0,1,0,1,7,0,0,0,0,0,40 23:23.925,79 52:06.791,40.38999939,-79.86859894,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,KENNYWOOD BL
2012051217,11,2301,2012,5,7,1220,12,1,0,1,N,N,2,0,0,0,0,0,0,0,1,0,0,0,0,0,40 25:48.968,80 01:42.455,40.43030167,-80.02850342,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SAWMILL RUN INT/RAMP A RD
2012051617,11,2220,2012,5,1,2109,21,1,2,7,N,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40 36:24.120,79 51:58.978,40.6067009,-79.86640167,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,MILLER RD
2012051854,11,2301,2012,4,3,856,8,1,0,4,N,N,2,0,0,0,0,0,0,0,1,0,0,0,0,0,40 26:13.050,79 59:28.000,40.43700027,-79.9910965,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,LOCUST ST
2012052447,11,2301,2012,5,6,0,0,1,0,8,N,N,0,1,0,0,0,0,0,0,2,0,0,1,0,0,40 26:31.226,79 59:58.713,40.44200134,-79.99960327,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,WOOD ST
2012052779,11,2102,2012,5,7,416,4,1,0,7,N,N,1,0,0,0,0,0,0,0,2,0,0,0,0,0,40 25:52.420,80 09:18.640,40.43119812,-80.15519714,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,RIDGE RD
2012053021,11,2220,2012,5,7,1404,14,1,0,7,N,N,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40 39:11.709,79 54:23.338,40.65330124,-79.90650177,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BAKERSTOWN CULMERVILLE RD
2012054145,11,2203,2012,5,4,420,4,1,0,7,N,N,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40 25:39.837,80 17:40.032,40.42770004,-80.29450226,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,POTATO GARDEN RUN RD
2012054151,11,2301,2012,5,4,630,6,1,0,4,N,N,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40 27:34.164,79 58:25.050,40.45949936,-79.97360229,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,SMALLMAN ST
2012054199,11,2212,2012,4,7,745,7,1,0,7,N,N,1,0,0,1,0,0,0,0,1,0,0,0,0,0,40 37:16.677,80 05:45.790,40.62129974,-80.09609985,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,RAYMOND P SHAFER HW
2012054630,11,2220,2012,5,3,1756,17,1,0,7,N,N,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40 39:33.820,79 52:57.670,40.65940094,-79.88269806,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,BAKERSTOWN RD
2012055131,11,2301,2012,6,7,1815,18,1,0,2,N,N,2,0,0,0,0,0,0,0,3,0,0,0,0,0,40 24:23.440,79 56:23.000,40.40650177,-79.93969727,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,GLENWOOD AV
2012055393,11,2466,2012,6,1,1530,15,1,0,4,N,N,1,1,0,0,1,0,0,0,2,0,0,0,0,0,40 27:52.261,79 42:34.423,40.46450043,-79.70960236,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,TIMOTHY DR
2012056147,11,2117,2012,6,3,1456,14,1,0,7,N,N,1,0,0,0,0,0,0,0,1,0,0,0,0,0,40 23:34.750,80 03:47.803,40.39300156,-80.06330109,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,COCHRAN RD
2012056277,11,2301,2012,6,3,1945,19,1,0,8,N,N,1,0,0,0,0,0,0,0,1,0,0,1,0,1,40 27:12.000,80 02:58.620,40.45330048,-80.04959869,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,GLENMAWR AV
2012056891,11,2301,2012,6,4,1950,19,1,0,8,N,N,0,0,0,0,1,0,0,0,1,0,0,1,0,1,40 27:26.950,79 53:48.000,40.45750046,-79.896698,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,FRANKSTOWN AV
2012057082,11,2112,2012,6,5,840,8,1,0,2,N,N,2,0,0,0,0,0,0,1,1,0,0,0,0,0,40 29:35.543,79 54:46.599,40.49319839,-79.91290283,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MAIN ST
2012057291,11,2440,2012,6,4,148,1,1,0,7,N,N,0,0,0,0,1,0,0,0,1,0,0,0,0,0,40 18:09.607,79 55:53.154,40.30270004,-79.93139648,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,CLAIRTON BL
2012057529,11,2115,2012,6,7,40,0,1,0,7,N,N,0,0,0,0,1,0,0,1,0,0,0,0,0,0,40 26:22.607,80 05:21.936,40.4396019,-80.08940125,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,STEUBENVILLE PK
2012057647,11,2477,2012,5,5,534,5,1,0,9,N,N,0,1,0,0,0,0,0,1,0,0,0,0,0,0,40 18:05.250,79 47:47.710,40.30149841,-79.79660034,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,COULTERVILLE RD
2012057778,11,2301,2012,6,7,1713,17,1,0,7,N,N,1,0,0,0,0,0,0,0,1,0,0,0,0,0,40 26:53.440,79 58:41.898,40.44820023,-79.978302,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,KIRKPATRICK ST
2012057992,11,2301,2012,6,1,1725,17,1,0,1,,N,2,0,0,0,0,0,0,0,1,0,0,0,0,0,40 27:10.676,80 02:21.924,40.45299911,-80.03939819,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,WEST CARSON ST
2012058402,11,2111,2012,6,1,1738,17,1,0,4,N,N,0,0,0,0,0,1,1,0,1,0,1,0,0,0,40 22:33.544,79 49:38.263,40.37599945,-79.82730103,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,MCKEESPORT BL
2012058654,11,2478,2012,3,2,44,0,4,1,7,N,N,1,0,0,0,0,0,0,2,0,0,0,0,0,0,40 26:26.296,79 52:35.710,40.44060135,-79.87660217,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,PENN AV
2012058866,11,2469,2012,5,4,1100,11,1,0,2,N,N,1,0,0,1,0,0,0,0,2,0,0,0,0,0,40 19:11.510,79 50:06.843,40.31990051,-79.83529663,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,WALNUT ST
2012059596,11,2301,2012,4,1,155,1,2,1,2,N,N,2,0,0,0,0,0,0,1,4,0,0,0,0,0,40 26:03.197,79 59:43.512,40.43420029,-79.99539948,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,PENN LINCOLN PY
2012059809,11,2445,2012,6,6,1104,11,1,0,4,N,N,2,0,0,0,0,0,0,0,2,0,0,0,0,0,40 28:54.084,79 58:27.724,40.4817009,-79.97440338,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NORTH AV
2012059938,11,2303,2012,6,3,2122,21,1,0,8,N,N,0,0,0,0,0,1,0,0,1,0,0,1,0,1,40 22:23.617,79 51:12.952,40.37319946,-79.85359955,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,MEADOW ST
2012060060,11,2413,2012,6,7,820,8,1,0,8,N,N,1,0,0,0,0,0,0,0,2,0,0,1,0,1,40 21:49.509,79 59:02.927,40.36399841,-79.98419952,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,CLAIRTON BL
2012060088,11,2301,2012,6,6,2230,22,1,0,4,N,N,1,1,0,0,0,0,0,0,1,0,0,0,0,0,40 26:25.224,80 01:05.741,40.44029999,-80.01830292,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,WEST CARSON ST
2012060095,11,2118,2012,6,5,9999,99,1,0,7,N,N,1,0,0,0,0,0,0,0,2,0,0,0,0,0,40 30:55.485,79 57:11.545,40.51539993,-79.95320129,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,WILLIAM FLYNN HW
2012060235,11,2220,2012,6,1,1236,12,1,0,2,N,N,0,1,1,0,0,0,0,0,2,0,0,0,0,0,40 37:30.150,79 49:54.162,40.625,-79.83170319,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,908 ET
2012061464,11,2419,2012,5,4,945,9,1,0,5,N,N,1,0,1,0,0,0,0,1,0,0,0,0,0,0,40 26:41.740,79 51:04.805,40.44490051,-79.85150146,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,PENN LINCOLN PY
2012061617,11,2215,2012,6,3,1244,12,1,0,2,N,N,2,0,0,0,0,0,0,0,2,0,0,0,0,0,40 33:10.513,80 06:18.477,40.55289841,-80.10520172,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,MT NEBO RD
2012061746,11,2214,2012,6,5,1708,17,1,0,1,N,N,3,0,0,0,2,0,0,0,5,0,0,0,0,0,40 26:40.762,80 10:36.200,40.44469833,-80.17669678,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,SR 0022 SH
2012061815,11,2402,2012,6,4,1734,17,1,0,7,N,N,1,0,0,0,0,0,0,0,1,0,0,0,0,0,40 29:58.207,80 03:43.063,40.49950027,-80.06199646,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,HOME AV
2012062137,11,2102,2012,6,4,1934,19,1,0,7,N,N,1,0,0,0,0,0,0,1,4,0,0,0,0,0,40 24:17.136,80 07:42.545,40.40480042,-80.12850189,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,SCOTTS RUN RD
2012062257,11,2445,2012,6,5,2230,22,1,0,2,N,N,2,0,0,0,1,0,0,1,2,0,0,0,0,0,40 28:16.702,79 58:26.647,40.47129822,-79.97409821,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,EAST OHIO ST
2012062561,11,2113,2012,6,7,850,8,1,0,0,N,N,1,0,0,0,0,0,0,0,1,0,0,0,0,0,40 28:34.398,79 50:54.154,40.4762001,-79.8483963,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SANDY CREEK RD
2012062874,11,2301,2012,6,1,1558,15,1,0,4,N,N,1,0,0,0,1,0,0,0,4,0,0,0,0,0,40 26:25.678,79 59:29.530,40.44049835,-79.99150085,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,CENTRE AV
2012063270,11,2466,2012,6,1,135,1,1,0,7,N,N,0,1,0,0,0,0,0,0,2,0,0,0,0,0,40 32:36.344,79 43:44.917,40.54339981,-79.72910309,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,GREENSBURG RD
2012063417,11,2301,2012,6,3,926,9,1,0,8,N,N,1,0,0,0,0,0,0,0,1,0,0,1,0,1,40 26:38.811,79 55:40.393,40.44409943,-79.92790222,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,WILKINS AV
2012064148,11,2472,2012,6,4,1904,19,1,0,6,N,N,1,0,0,0,0,1,0,0,3,0,0,0,0,0,40 23:59.143,79 55:12.936,40.39979935,-79.92030334,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,BASIC AV
2012064180,11,2301,2012,6,6,2230,22,1,0,4,N,N,1,0,1,0,0,0,0,0,1,0,0,0,0,0,40 23:43.749,80 01:04.141,40.39550018,-80.01779938,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,FLATBUSH AV
2012064207,11,2446,2012,6,7,1800,18,1,0,7,N,N,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40 26:29.256,79 45:40.908,40.44150162,-79.76139832,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PENN LINCOLN PY
2012065204,11,2111,2012,6,1,2116,21,1,0,7,N,N,0,1,0,0,0,0,0,1,0,0,0,0,0,0,40 22:51.776,79 50:00.632,40.38100052,-79.83350372,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,MARYLAND AV
2012065234,11,2301,2012,6,4,2231,22,1,0,5,N,N,0,1,1,0,0,0,0,0,1,0,0,0,0,0,40 23:37.334,80 01:11.769,40.39369965,-80.01989746,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,FLATBUSH AV
2012066521,11,2446,2012,6,6,1827,18,1,0,4,N,N,1,1,0,0,0,0,0,0,1,0,0,0,0,0,40 26:43.605,79 45:54.957,40.44540024,-79.76529694,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CENTER RD
2012066878,11,2213,2012,6,6,1951,19,1,0,7,N,N,0,0,0,0,1,0,0,0,2,0,0,0,0,0,40 30:25.624,80 14:28.280,40.50709915,-80.24120331,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,BUSINESS 376 HW
2012067399,11,2301,2012,7,7,1302,13,1,0,2,N,N,2,0,0,0,0,0,0,1,1,0,0,0,0,0,40 29:13.134,79 54:58.539,40.48699951,-79.91629791,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ALLEGHENY RIVER BL
2012067576,11,2119,2012,7,5,2015,20,1,0,9,N,N,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40 22:12.901,80 13:21.040,40.37030029,-80.22250366,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,ROBINSON RUN RD
2012067699,11,2301,2012,7,2,100,1,1,0,1,N,N,0,1,1,0,0,0,0,0,1,0,0,0,0,0,40 26:37.100,80 01:37.668,40.4435997,-80.02709961,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,WEST CARSON ST
2012068211,11,2113,2012,7,2,0,0,9,0,7,N,N,0,1,0,0,0,0,0,1,0,0,0,0,0,0,40 26:35.256,79 48:52.038,40.44309998,-79.8144989,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,OLD WILLIAM PENN HW
2012069307,11,2301,2012,7,5,1235,12,1,0,7,N,N,1,0,0,0,0,0,0,0,1,0,0,0,0,0,40 22:36.771,79 54:33.522,40.37689972,-79.90930176,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,BRIERLY LN
2012069482,11,2204,2012,7,2,1954,19,1,0,0,N,N,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40 14:12.483,79 57:17.777,40.23680115,-79.95490265,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BUNOLA RIVER RD
2012069852,11,2111,2012,7,6,1115,11,1,0,1,N,N,2,0,0,1,0,0,0,0,2,0,0,0,0,0,40 22:23.513,79 47:35.780,40.37319946,-79.79329681,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,LINCOLN HW
2012070182,11,2111,2012,6,5,29,0,1,0,7,N,N,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40 22:21.414,79 48:25.398,40.37260056,-79.80709839,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,THIRD AV
2012070771,11,2301,2012,7,6,645,6,1,0,0,N,N,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40 26:55.040,80 00:54.983,40.44860077,-80.01529694,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,OHIO RIVER BL
2012071026,11,2115,2012,4,6,123,1,1,0,7,N,N,1,0,0,0,0,0,0,0,1,0,0,0,0,0,40 25:22.234,80 06:10.813,40.42359924,-80.1072998,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,PENN LINCOLN PY
2012071862,11,2301,2012,7,6,1215,12,1,0,7,N,N,1,0,0,0,0,0,0,0,1,0,0,0,0,0,40 29:37.908,80 00:40.410,40.49169922,-80.01010132,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,HOV LN TO/FR NO
2012072164,11,2301,2012,7,7,1039,10,1,0,5,N,N,0,1,0,0,1,0,0,0,1,0,0,0,0,0,40 26:26.557,80 01:07.739,40.44070053,-80.01879883,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,WEST CARSON ST
2012072272,11,2302,2012,7,1,45,0,1,0,8,N,N,0,0,0,0,1,0,0,0,1,0,0,1,0,1,40 17:45.218,79 52:28.642,40.29589844,-79.87460327,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,STATE ST
2012072339,11,2113,2012,7,1,146,1,1,0,7,N,N,1,0,0,0,0,0,0,0,1,0,0,0,0,0,40 27:49.339,79 51:04.840,40.46369934,-79.8513031,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,FRANKSTOWN RD
2012072489,11,2202,2012,7,1,1736,17,1,0,0,N,N,0,1,0,0,0,0,0,0,2,0,0,0,0,0,40 37:19.889,79 45:46.981,40.62220001,-79.76300049,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,BULL CREEK RD
2012072589,11,2301,2012,7,2,550,5,1,0,7,N,N,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40 24:34.999,80 00:18.344,40.40969849,-80.00509644,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,SAW MILL RUN BL
2012073350,11,2301,2012,7,4,510,5,1,0,8,N,N,1,0,0,0,0,0,1,1,0,1,0,0,0,0,40 26:52.623,79 53:51.757,40.44800186,-79.89769745,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,PENN AV
2012074127,11,2301,2012,7,5,2125,21,2,1,4,N,N,1,0,1,0,0,0,0,0,3,0,0,0,0,0,40 29:10.006,80 01:59.347,40.48609924,-80.03320313,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,BENTON AV
2012074669,11,2116,2012,7,6,1801,18,2,1,2,N,N,3,0,0,0,0,0,0,0,5,0,0,0,0,0,40 34:58.434,80 00:09.545,40.582901,-80.00270081,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,BABCOCK BL
2012074784,11,2206,2012,7,4,1702,17,1,0,2,N,N,1,0,0,0,1,0,0,0,2,0,0,0,0,0,40 34:25.116,79 47:25.405,40.57360077,-79.79039764,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,BUTLER LOGAN RD
2012075510,11,2451,2012,7,4,1426,14,1,0,4,N,N,0,0,0,0,2,0,0,0,2,0,0,0,0,0,40 31:26.390,79 50:05.527,40.52399826,-79.8348999,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,HULTON RD
2012075536,11,2301,2012,7,6,1512,15,1,0,4,N,N,0,0,1,0,1,0,0,1,0,0,0,0,0,0,40 26:04.489,79 59:23.348,40.43460083,-79.9897995,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,SECOND AV
2012076359,11,2123,2012,8,4,1809,18,1,0,0,N,N,1,0,0,0,0,0,0,0,1,0,0,0,0,0,40 19:16.700,80 04:07.120,40.32130051,-80.06860352,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,HIGHVIEW DR
2012076425,11,2301,2012,7,7,2219,22,1,0,7,N,N,0,0,0,0,1,0,0,0,2,0,0,0,0,0,40 26:57.541,80 01:33.330,40.44850159,-80.02269745,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SR 65 SB TO REEDSDALE ST
2012076576,11,2301,2012,8,4,2134,21,1,0,7,N,N,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40 27:14.672,79 59:48.532,40.45410156,-79.99680328,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,MADISON AV
2012076936,11,2116,2012,8,6,1336,13,1,0,0,N,N,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40 29:51.550,80 01:53.047,40.49769974,-80.03140259,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,BRUNNER DR
2012077192,11,2116,2012,8,4,610,6,1,0,7,N,N,1,0,0,1,0,0,0,0,2,0,0,0,0,0,40 30:49.961,80 01:48.225,40.51390076,-80.03009796,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,PERRYSVILLE AV
2012077533,11,2209,2012,8,5,1025,10,1,0,7,N,N,0,0,0,0,1,0,0,1,0,0,0,0,0,0,40 35:19.407,79 53:11.387,40.58869934,-79.8864975,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,SR 0910 SH
2012077653,11,2116,2012,7,2,1200,12,1,0,4,,,1,0,0,0,1,0,0,0,3,0,0,0,0,0,40 32:15.135,80 00:40.152,40.53749847,-80.01119995,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,MCKNIGHT RD
2012077694,11,2102,2012,8,2,1410,14,1,0,1,N,N,2,0,0,0,0,0,0,0,2,0,0,0,0,0,40 24:02.140,80 08:48.530,40.40060043,-80.14679718,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,NOBLESTOWN RD
2012077962,11,2220,2012,8,7,1752,17,1,0,0,N,N,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40 39:37.697,79 52:24.225,40.66049957,-79.87339783,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BAKERSTOWN RD
